,h,T,M,lambda,s
1687,27760,-15400000,1460000,0.0002549,-6.12E-06
1688,28079,-15400000,1460000,0.0002549,-6.12E-06
1689,28398,-15400000,1460000,0.0002549,-6.12E-06
1690,28717,-15400000,1460000,0.0002549,-6.12E-06
1691,29036,-15400000,1460000,0.0002549,-6.12E-06
1692,29355,-15400000,1460000,0.0002549,-6.12E-06
1693,29674,-15400000,1460000,0.0002549,-6.12E-06
1694,29994,-15400000,1460000,0.0002549,-6.12E-06
1695,30313,-15400000,1460000,0.0002549,-6.12E-06
1696,30632,-15400000,1460000,0.0002549,-6.12E-06
1697,30951,-15400000,1460000,0.000255,-6.02E-06
1698,31270,-15400000,1460000,0.000255,-6.02E-06
1699,31589,-15400000,1460000,0.000255,-6.02E-06
1700,0,-16300000,1893.1,2.00E-07,-0.000276071
1701,319.08,-16300000,13543,4.00E-07,-0.000275871
1702,638.16,-16300000,26358,8.00E-07,-0.000275471
1703,957.24,-16300000,43106,1.80E-06,-0.000274471
1704,1276.3,-16300000,67571,4.60E-06,-0.000271671
1705,1595.4,-16300000,111000,1.07E-05,-0.000265571
1706,1914.5,-16300000,195000,2.43E-05,-0.000251971
1707,2233.6,-16300000,353000,5.19E-05,-0.000224371
1708,2552.6,-16300000,604000,9.70E-05,-0.000179271
1709,2871.7,-16300000,903000,0.0001515,-0.000124771
1710,3190.8,-16300000,1150000,0.0001982,-7.81E-05
1711,3509.9,-16300000,1310000,0.0002275,-4.88E-05
1712,3829,-16300000,1390000,0.0002423,-3.40E-05
1713,4148,-16300000,1430000,0.0002493,-2.70E-05
1714,4467.1,-16300000,1440000,0.0002524,-2.39E-05
1715,4786.2,-16300000,1450000,0.0002538,-2.25E-05
1716,5105.3,-16300000,1450000,0.0002543,-2.20E-05
1717,5424.4,-16300000,1450000,0.0002546,-2.17E-05
1718,5743.4,-16300000,1460000,0.0002548,-2.15E-05
1719,6062.5,-16300000,1460000,0.0002548,-2.15E-05
1720,6381.6,-16300000,1460000,0.0002548,-2.15E-05
1721,6700.7,-16300000,1460000,0.0002548,-2.15E-05
1722,7019.8,-16300000,1460000,0.0002548,-2.15E-05
1723,7338.8,-16300000,1460000,0.0002549,-2.14E-05
1724,7657.9,-16300000,1460000,0.0002549,-2.14E-05
1725,7977,-16300000,1460000,0.0002549,-2.14E-05
1726,8296.1,-16300000,1460000,0.0002548,-2.15E-05
1727,8615.2,-16300000,1460000,0.0002549,-2.14E-05
1728,8934.2,-16300000,1460000,0.0002549,-2.14E-05
1729,9253.3,-16300000,1460000,0.0002549,-2.14E-05
1730,9572.4,-16300000,1460000,0.0002549,-2.14E-05
1731,9891.5,-16300000,1460000,0.0002549,-2.14E-05
1732,10211,-16300000,1460000,0.0002549,-2.14E-05
1733,10530,-16300000,1460000,0.0002548,-2.15E-05
1734,10849,-16300000,1460000,0.0002549,-2.14E-05
1735,11168,-16300000,1460000,0.0002549,-2.14E-05
1736,11487,-16300000,1460000,0.0002549,-2.14E-05
1737,11806,-16300000,1460000,0.0002549,-2.14E-05
1738,12125,-16300000,1460000,0.0002549,-2.14E-05
1739,12444,-16300000,1460000,0.0002549,-2.14E-05
1740,12763,-16300000,1460000,0.0002549,-2.14E-05
1741,13082,-16300000,1460000,0.0002549,-2.14E-05
1742,13401,-16300000,1460000,0.0002549,-2.14E-05
1743,13720,-16300000,1460000,0.0002549,-2.14E-05
1744,14040,-16300000,1460000,0.0002549,-2.14E-05
1745,14359,-16300000,1460000,0.0002549,-2.14E-05
1746,14678,-16300000,1460000,0.0002549,-2.14E-05
1747,14997,-16300000,1460000,0.0002549,-2.14E-05
1748,15316,-16300000,1460000,0.0002549,-2.14E-05
1749,15635,-16300000,1460000,0.0002549,-2.14E-05
1750,15954,-16300000,1460000,0.0002549,-2.14E-05
1751,16273,-16300000,1460000,0.0002549,-2.14E-05
1752,16592,-16300000,1460000,0.0002549,-2.14E-05
1753,16911,-16300000,1460000,0.0002549,-2.14E-05
1754,17230,-16300000,1460000,0.0002549,-2.14E-05
1755,17549,-16300000,1460000,0.0002549,-2.14E-05
1756,17868,-16300000,1460000,0.0002549,-2.14E-05
1757,18188,-16300000,1460000,0.0002549,-2.14E-05
1758,18507,-16300000,1460000,0.0002549,-2.14E-05
1759,18826,-16300000,1460000,0.0002549,-2.14E-05
1760,19145,-16300000,1460000,0.0002549,-2.14E-05
1761,19464,-16300000,1460000,0.0002549,-2.14E-05
1762,19783,-16300000,1460000,0.000255,-2.13E-05
1763,20102,-16300000,1460000,0.000255,-2.13E-05
1764,20421,-16300000,1460000,0.000255,-2.13E-05
1765,20740,-16300000,1460000,0.000255,-2.13E-05
1766,21059,-16300000,1460000,0.000255,-2.13E-05
1767,21378,-16300000,1460000,0.000255,-2.13E-05
1768,21697,-16300000,1460000,0.000255,-2.13E-05
1769,22017,-16300000,1460000,0.000255,-2.13E-05
1770,22336,-16300000,1460000,0.000255,-2.13E-05
1771,22655,-16300000,1460000,0.000255,-2.13E-05
1772,22974,-16300000,1460000,0.000255,-2.13E-05
1773,23293,-16300000,1460000,0.000255,-2.13E-05
1774,23612,-16300000,1460000,0.000255,-2.13E-05
1775,23931,-16300000,1460000,0.000255,-2.13E-05
1776,24250,-16300000,1460000,0.000255,-2.13E-05
1777,24569,-16300000,1460000,0.000255,-2.13E-05
1778,24888,-16300000,1460000,0.000255,-2.13E-05
1779,25207,-16300000,1460000,0.0002549,-2.14E-05
1780,25526,-16300000,1460000,0.0002549,-2.14E-05
1781,25845,-16300000,1460000,0.0002549,-2.14E-05
1782,26165,-16300000,1460000,0.0002549,-2.14E-05
1783,26484,-16300000,1460000,0.0002549,-2.14E-05
1784,26803,-16300000,1460000,0.0002549,-2.14E-05
1785,27122,-16300000,1460000,0.0002549,-2.14E-05
1786,27441,-16300000,1460000,0.0002549,-2.14E-05
1787,27760,-16300000,1460000,0.0002549,-2.14E-05
1788,28079,-16300000,1460000,0.0002549,-2.14E-05
1789,28398,-16300000,1460000,0.0002549,-2.14E-05
1790,28717,-16300000,1460000,0.0002549,-2.14E-05
1791,29036,-16300000,1460000,0.0002549,-2.14E-05
1792,29355,-16300000,1460000,0.0002549,-2.14E-05
1793,29674,-16300000,1460000,0.0002549,-2.14E-05
1794,29994,-16300000,1460000,0.0002549,-2.14E-05
1795,30313,-16300000,1460000,0.0002549,-2.14E-05
1796,30632,-16300000,1460000,0.0002549,-2.14E-05
1797,30951,-16300000,1460000,0.0002549,-2.14E-05
1798,31270,-16300000,1460000,0.000255,-2.13E-05
1799,31589,-16300000,1460000,0.000255,-2.13E-05
1800,0,-17300000,1747.5,2.00E-07,-0.00029302
1801,319.08,-17300000,12961,3.00E-07,-0.00029292
1802,638.16,-17300000,25193,6.00E-07,-0.00029262
1803,957.24,-17300000,39756,1.30E-06,-0.00029192
1804,1276.3,-17300000,59853,3.30E-06,-0.00028992
1805,1595.4,-17300000,93347,7.50E-06,-0.00028572
1806,1914.5,-17300000,156000,1.70E-05,-0.00027622
1807,2233.6,-17300000,276000,3.78E-05,-0.00025542
1808,2552.6,-17300000,485000,7.49E-05,-0.00021832
1809,2871.7,-17300000,772000,0.0001273,-0.00016592
1810,3190.8,-17300000,1050000,0.0001792,-0.00011402
1811,3509.9,-17300000,1250000,0.0002164,-7.68E-05
1812,3829,-17300000,1360000,0.0002368,-5.64E-05
1813,4148,-17300000,1410000,0.0002468,-4.64E-05
1814,4467.1,-17300000,1440000,0.0002513,-4.19E-05
1815,4786.2,-17300000,1450000,0.0002533,-3.99E-05
1816,5105.3,-17300000,1450000,0.0002542,-3.90E-05
1817,5424.4,-17300000,1450000,0.0002545,-3.87E-05
1818,5743.4,-17300000,1460000,0.0002547,-3.85E-05
1819,6062.5,-17300000,1460000,0.0002548,-3.84E-05
1820,6381.6,-17300000,1460000,0.0002549,-3.83E-05
1821,6700.7,-17300000,1460000,0.0002548,-3.84E-05
1822,7019.8,-17300000,1460000,0.0002548,-3.84E-05
1823,7338.8,-17300000,1460000,0.0002549,-3.83E-05
1824,7657.9,-17300000,1460000,0.0002549,-3.83E-05
1825,7977,-17300000,1460000,0.0002549,-3.83E-05
1826,8296.1,-17300000,1460000,0.0002549,-3.83E-05
1827,8615.2,-17300000,1460000,0.0002548,-3.84E-05
1828,8934.2,-17300000,1460000,0.0002549,-3.83E-05
1829,9253.3,-17300000,1460000,0.0002549,-3.83E-05
1830,9572.4,-17300000,1460000,0.0002549,-3.83E-05
1831,9891.5,-17300000,1460000,0.0002549,-3.83E-05
1832,10211,-17300000,1460000,0.0002549,-3.83E-05
1833,10530,-17300000,1460000,0.0002548,-3.84E-05
1834,10849,-17300000,1460000,0.0002548,-3.84E-05
1835,11168,-17300000,1460000,0.0002549,-3.83E-05
1836,11487,-17300000,1460000,0.0002549,-3.83E-05
1837,11806,-17300000,1460000,0.0002549,-3.83E-05
1838,12125,-17300000,1460000,0.0002549,-3.83E-05
1839,12444,-17300000,1460000,0.0002549,-3.83E-05
1840,12763,-17300000,1460000,0.0002549,-3.83E-05
1841,13082,-17300000,1460000,0.0002549,-3.83E-05
1842,13401,-17300000,1460000,0.0002549,-3.83E-05
1843,13720,-17300000,1460000,0.0002549,-3.83E-05
1844,14040,-17300000,1460000,0.0002549,-3.83E-05
1845,14359,-17300000,1460000,0.0002549,-3.83E-05
1846,14678,-17300000,1460000,0.0002549,-3.83E-05
1847,14997,-17300000,1460000,0.0002549,-3.83E-05
1848,15316,-17300000,1460000,0.0002549,-3.83E-05
1849,15635,-17300000,1460000,0.0002549,-3.83E-05
1850,15954,-17300000,1460000,0.0002549,-3.83E-05
1851,16273,-17300000,1460000,0.0002549,-3.83E-05
1852,16592,-17300000,1460000,0.0002549,-3.83E-05
1853,16911,-17300000,1460000,0.0002549,-3.83E-05
1854,17230,-17300000,1460000,0.0002549,-3.83E-05
1855,17549,-17300000,1460000,0.0002549,-3.83E-05
1856,17868,-17300000,1460000,0.0002549,-3.83E-05
1857,18188,-17300000,1460000,0.0002549,-3.83E-05
1858,18507,-17300000,1460000,0.0002549,-3.83E-05
1859,18826,-17300000,1460000,0.0002549,-3.83E-05
1860,19145,-17300000,1460000,0.0002549,-3.83E-05
1861,19464,-17300000,1460000,0.0002549,-3.83E-05
1862,19783,-17300000,1460000,0.000255,-3.82E-05
1863,20102,-17300000,1460000,0.000255,-3.82E-05
1864,20421,-17300000,1460000,0.000255,-3.82E-05
1865,20740,-17300000,1460000,0.000255,-3.82E-05
1866,21059,-17300000,1460000,0.000255,-3.82E-05
1867,21378,-17300000,1460000,0.000255,-3.82E-05
1868,21697,-17300000,1460000,0.000255,-3.82E-05
1869,22017,-17300000,1460000,0.000255,-3.82E-05
1870,22336,-17300000,1460000,0.000255,-3.82E-05
1871,22655,-17300000,1460000,0.000255,-3.82E-05
1872,22974,-17300000,1460000,0.000255,-3.82E-05
1873,23293,-17300000,1460000,0.000255,-3.82E-05
1874,23612,-17300000,1460000,0.000255,-3.82E-05
1875,23931,-17300000,1460000,0.000255,-3.82E-05
1876,24250,-17300000,1460000,0.000255,-3.82E-05
1877,24569,-17300000,1460000,0.000255,-3.82E-05
1878,24888,-17300000,1460000,0.000255,-3.82E-05
1879,25207,-17300000,1460000,0.000255,-3.82E-05
1880,25526,-17300000,1460000,0.000255,-3.82E-05
1881,25845,-17300000,1460000,0.0002549,-3.83E-05
1882,26165,-17300000,1460000,0.0002549,-3.83E-05
1883,26484,-17300000,1460000,0.0002549,-3.83E-05
1884,26803,-17300000,1460000,0.0002549,-3.83E-05
1885,27122,-17300000,1460000,0.0002549,-3.83E-05
1886,27441,-17300000,1460000,0.0002549,-3.83E-05
1887,27760,-17300000,1460000,0.0002549,-3.83E-05
1888,28079,-17300000,1460000,0.0002549,-3.83E-05
1889,28398,-17300000,1460000,0.0002549,-3.83E-05
1890,28717,-17300000,1460000,0.0002549,-3.83E-05
1891,29036,-17300000,1460000,0.0002549,-3.83E-05
1892,29355,-17300000,1460000,0.0002549,-3.83E-05
1893,29674,-17300000,1460000,0.0002549,-3.83E-05
1894,29994,-17300000,1460000,0.0002549,-3.83E-05
1895,30313,-17300000,1460000,0.0002549,-3.83E-05
1896,30632,-17300000,1460000,0.0002549,-3.83E-05
1897,30951,-17300000,1460000,0.0002549,-3.83E-05
1898,31270,-17300000,1460000,0.0002549,-3.83E-05
1899,31589,-17300000,1460000,0.000255,-3.82E-05
1900,0,-18200000,1601.9,1.00E-07,-0.000308375
1901,319.08,-18200000,12670,2.00E-07,-0.000308275
1902,638.16,-18200000,24320,4.00E-07,-0.000308075
1903,957.24,-18200000,37135,9.00E-07,-0.000307575
1904,1276.3,-18200000,54610,2.40E-06,-0.000306075
1905,1595.4,-18200000,80532,5.20E-06,-0.000303275
1906,1914.5,-18200000,128000,1.22E-05,-0.000296275
1907,2233.6,-18200000,217000,2.70E-05,-0.000281475
1908,2552.6,-18200000,384000,5.62E-05,-0.000252275
1909,2871.7,-18200000,641000,0.0001028,-0.000205675
1910,3190.8,-18200000,936000,0.0001573,-0.000151175
1911,3509.9,-18200000,1180000,0.0002018,-0.000106675
1912,3829,-18200000,1320000,0.0002293,-7.92E-05
1913,4148,-18200000,1400000,0.0002431,-6.54E-05
1914,4467.1,-18200000,1430000,0.0002496,-5.89E-05
1915,4786.2,-18200000,1440000,0.0002526,-5.59E-05
1916,5105.3,-18200000,1450000,0.0002539,-5.46E-05
1917,5424.4,-18200000,1450000,0.0002544,-5.41E-05
1918,5743.4,-18200000,1450000,0.0002546,-5.39E-05
1919,6062.5,-18200000,1460000,0.0002547,-5.38E-05
1920,6381.6,-18200000,1460000,0.0002548,-5.37E-05
1921,6700.7,-18200000,1460000,0.0002549,-5.36E-05
1922,7019.8,-18200000,1460000,0.0002548,-5.37E-05
1923,7338.8,-18200000,1460000,0.0002548,-5.37E-05
1924,7657.9,-18200000,1460000,0.0002549,-5.36E-05
1925,7977,-18200000,1460000,0.0002549,-5.36E-05
1926,8296.1,-18200000,1460000,0.0002549,-5.36E-05
1927,8615.2,-18200000,1460000,0.0002548,-5.37E-05
1928,8934.2,-18200000,1460000,0.0002548,-5.37E-05
1929,9253.3,-18200000,1460000,0.0002549,-5.36E-05
1930,9572.4,-18200000,1460000,0.0002549,-5.36E-05
1931,9891.5,-18200000,1460000,0.0002549,-5.36E-05
1932,10211,-18200000,1460000,0.0002549,-5.36E-05
1933,10530,-18200000,1460000,0.0002549,-5.36E-05
1934,10849,-18200000,1460000,0.0002548,-5.37E-05
1935,11168,-18200000,1460000,0.0002549,-5.36E-05
1936,11487,-18200000,1460000,0.0002549,-5.36E-05
1937,11806,-18200000,1460000,0.0002549,-5.36E-05
1938,12125,-18200000,1460000,0.0002549,-5.36E-05
1939,12444,-18200000,1460000,0.0002549,-5.36E-05
1940,12763,-18200000,1460000,0.0002549,-5.36E-05
1941,13082,-18200000,1460000,0.0002549,-5.36E-05
1942,13401,-18200000,1460000,0.0002549,-5.36E-05
1943,13720,-18200000,1460000,0.0002549,-5.36E-05
1944,14040,-18200000,1460000,0.0002549,-5.36E-05
1945,14359,-18200000,1460000,0.0002549,-5.36E-05
1946,14678,-18200000,1460000,0.0002549,-5.36E-05
1947,14997,-18200000,1460000,0.0002549,-5.36E-05
1948,15316,-18200000,1460000,0.0002549,-5.36E-05
1949,15635,-18200000,1460000,0.0002549,-5.36E-05
1950,15954,-18200000,1460000,0.0002549,-5.36E-05
1951,16273,-18200000,1460000,0.0002549,-5.36E-05
1952,16592,-18200000,1460000,0.0002549,-5.36E-05
1953,16911,-18200000,1460000,0.0002549,-5.36E-05
1954,17230,-18200000,1460000,0.0002549,-5.36E-05
1955,17549,-18200000,1460000,0.0002549,-5.36E-05
1956,17868,-18200000,1460000,0.0002549,-5.36E-05
1957,18188,-18200000,1460000,0.0002549,-5.36E-05
1958,18507,-18200000,1460000,0.0002549,-5.36E-05
1959,18826,-18200000,1460000,0.0002549,-5.36E-05
1960,19145,-18200000,1460000,0.0002549,-5.36E-05
1961,19464,-18200000,1460000,0.0002549,-5.36E-05
1962,19783,-18200000,1460000,0.000255,-5.35E-05
1963,20102,-18200000,1460000,0.0002549,-5.36E-05
1964,20421,-18200000,1460000,0.000255,-5.35E-05
1965,20740,-18200000,1460000,0.000255,-5.35E-05
1966,21059,-18200000,1460000,0.000255,-5.35E-05
1967,21378,-18200000,1460000,0.000255,-5.35E-05
1968,21697,-18200000,1460000,0.000255,-5.35E-05
1969,22017,-18200000,1460000,0.000255,-5.35E-05
1970,22336,-18200000,1460000,0.000255,-5.35E-05
1971,22655,-18200000,1460000,0.000255,-5.35E-05
1972,22974,-18200000,1460000,0.000255,-5.35E-05
1973,23293,-18200000,1460000,0.000255,-5.35E-05
1974,23612,-18200000,1460000,0.000255,-5.35E-05
1975,23931,-18200000,1460000,0.000255,-5.35E-05
1976,24250,-18200000,1460000,0.000255,-5.35E-05
1977,24569,-18200000,1460000,0.000255,-5.35E-05
1978,24888,-18200000,1460000,0.000255,-5.35E-05
1979,25207,-18200000,1460000,0.000255,-5.35E-05
1980,25526,-18200000,1460000,0.000255,-5.35E-05
1981,25845,-18200000,1460000,0.000255,-5.35E-05
1982,26165,-18200000,1460000,0.0002549,-5.36E-05
1983,26484,-18200000,1460000,0.0002549,-5.36E-05
1984,26803,-18200000,1460000,0.0002549,-5.36E-05
1985,27122,-18200000,1460000,0.0002549,-5.36E-05
1986,27441,-18200000,1460000,0.0002549,-5.36E-05
1987,27760,-18200000,1460000,0.0002549,-5.36E-05
1988,28079,-18200000,1460000,0.0002549,-5.36E-05
1989,28398,-18200000,1460000,0.0002549,-5.36E-05
1990,28717,-18200000,1460000,0.0002549,-5.36E-05
1991,29036,-18200000,1460000,0.0002549,-5.36E-05
1992,29355,-18200000,1460000,0.0002549,-5.36E-05
1993,29674,-18200000,1460000,0.0002549,-5.36E-05
1994,29994,-18200000,1460000,0.0002549,-5.36E-05
1995,30313,-18200000,1460000,0.0002549,-5.36E-05
1996,30632,-18200000,1460000,0.0002549,-5.36E-05
1997,30951,-18200000,1460000,0.0002549,-5.36E-05
1998,31270,-18200000,1460000,0.0002549,-5.36E-05
1999,31589,-18200000,1460000,0.0002549,-5.36E-05
2000,0,-19200000,1456.3,1.00E-07,-0.000325324
2001,319.08,-19200000,12378,2.00E-07,-0.000325224
2002,638.16,-19200000,23300,3.00E-07,-0.000325124
2003,957.24,-19200000,35824,6.00E-07,-0.000324824
2004,1276.3,-19200000,50387,1.70E-06,-0.000323724
2005,1595.4,-19200000,71794,3.70E-06,-0.000321724
2006,1914.5,-19200000,107000,8.60E-06,-0.000316824
2007,2233.6,-19200000,175000,1.91E-05,-0.000306324
2008,2552.6,-19200000,302000,4.11E-05,-0.000284324
2009,2871.7,-19200000,519000,8.01E-05,-0.000245324
2010,3190.8,-19200000,807000,0.000133,-0.000192424
2011,3509.9,-19200000,1080000,0.0001837,-0.000141724
2012,3829,-19200000,1270000,0.0002189,-0.000106524
2013,4148,-19200000,1370000,0.0002379,-8.75E-05
2014,4467.1,-19200000,1420000,0.0002472,-7.82E-05
2015,4786.2,-19200000,1440000,0.0002515,-7.39E-05
2016,5105.3,-19200000,1450000,0.0002534,-7.20E-05
2017,5424.4,-19200000,1450000,0.0002542,-7.12E-05
2018,5743.4,-19200000,1450000,0.0002546,-7.08E-05
2019,6062.5,-19200000,1460000,0.0002547,-7.07E-05
2020,6381.6,-19200000,1460000,0.0002548,-7.06E-05
2021,6700.7,-19200000,1460000,0.0002548,-7.06E-05
2022,7019.8,-19200000,1460000,0.0002549,-7.05E-05
2023,7338.8,-19200000,1460000,0.0002548,-7.06E-05
2024,7657.9,-19200000,1460000,0.0002548,-7.06E-05
2025,7977,-19200000,1460000,0.0002549,-7.05E-05
2026,8296.1,-19200000,1460000,0.0002549,-7.05E-05
2027,8615.2,-19200000,1460000,0.0002549,-7.05E-05
2028,8934.2,-19200000,1460000,0.0002548,-7.06E-05
2029,9253.3,-19200000,1460000,0.0002548,-7.06E-05
2030,9572.4,-19200000,1460000,0.0002549,-7.05E-05
2031,9891.5,-19200000,1460000,0.0002549,-7.05E-05
2032,10211,-19200000,1460000,0.0002549,-7.05E-05
2033,10530,-19200000,1460000,0.0002549,-7.05E-05
2034,10849,-19200000,1460000,0.0002549,-7.05E-05
2035,11168,-19200000,1460000,0.0002548,-7.06E-05
2036,11487,-19200000,1460000,0.0002549,-7.05E-05
2037,11806,-19200000,1460000,0.0002549,-7.05E-05
2038,12125,-19200000,1460000,0.0002549,-7.05E-05
2039,12444,-19200000,1460000,0.0002549,-7.05E-05
2040,12763,-19200000,1460000,0.0002549,-7.05E-05
2041,13082,-19200000,1460000,0.0002549,-7.05E-05
2042,13401,-19200000,1460000,0.0002549,-7.05E-05
2043,13720,-19200000,1460000,0.0002549,-7.05E-05
2044,14040,-19200000,1460000,0.0002549,-7.05E-05
2045,14359,-19200000,1460000,0.0002549,-7.05E-05
2046,14678,-19200000,1460000,0.0002549,-7.05E-05
2047,14997,-19200000,1460000,0.0002549,-7.05E-05
2048,15316,-19200000,1460000,0.0002549,-7.05E-05
2049,15635,-19200000,1460000,0.0002549,-7.05E-05
2050,15954,-19200000,1460000,0.0002549,-7.05E-05
2051,16273,-19200000,1460000,0.0002549,-7.05E-05
2052,16592,-19200000,1460000,0.0002549,-7.05E-05
2053,16911,-19200000,1460000,0.0002549,-7.05E-05
2054,17230,-19200000,1460000,0.0002549,-7.05E-05
2055,17549,-19200000,1460000,0.0002549,-7.05E-05
2056,17868,-19200000,1460000,0.0002549,-7.05E-05
2057,18188,-19200000,1460000,0.0002549,-7.05E-05
2058,18507,-19200000,1460000,0.0002549,-7.05E-05
2059,18826,-19200000,1460000,0.0002549,-7.05E-05
2060,19145,-19200000,1460000,0.0002549,-7.05E-05
2061,19464,-19200000,1460000,0.0002549,-7.05E-05
2062,19783,-19200000,1460000,0.0002549,-7.05E-05
2063,20102,-19200000,1460000,0.0002549,-7.05E-05
2064,20421,-19200000,1460000,0.000255,-7.04E-05
2065,20740,-19200000,1460000,0.000255,-7.04E-05
2066,21059,-19200000,1460000,0.000255,-7.04E-05
2067,21378,-19200000,1460000,0.000255,-7.04E-05
2068,21697,-19200000,1460000,0.000255,-7.04E-05
2069,22017,-19200000,1460000,0.000255,-7.04E-05
2070,22336,-19200000,1460000,0.000255,-7.04E-05
2071,22655,-19200000,1460000,0.000255,-7.04E-05
2072,22974,-19200000,1460000,0.000255,-7.04E-05
2073,23293,-19200000,1460000,0.000255,-7.04E-05
2074,23612,-19200000,1460000,0.000255,-7.04E-05
2075,23931,-19200000,1460000,0.000255,-7.04E-05
2076,24250,-19200000,1460000,0.000255,-7.04E-05
2077,24569,-19200000,1460000,0.000255,-7.04E-05
2078,24888,-19200000,1460000,0.000255,-7.04E-05
2079,25207,-19200000,1460000,0.000255,-7.04E-05
2080,25526,-19200000,1460000,0.000255,-7.04E-05
2081,25845,-19200000,1460000,0.000255,-7.04E-05
2082,26165,-19200000,1460000,0.0002549,-7.05E-05
2083,26484,-19200000,1460000,0.0002549,-7.05E-05
2084,26803,-19200000,1460000,0.0002549,-7.05E-05
2085,27122,-19200000,1460000,0.0002549,-7.05E-05
2086,27441,-19200000,1460000,0.0002549,-7.05E-05
2087,27760,-19200000,1460000,0.0002549,-7.05E-05
2088,28079,-19200000,1460000,0.0002549,-7.05E-05
2089,28398,-19200000,1460000,0.0002549,-7.05E-05
2090,28717,-19200000,1460000,0.0002549,-7.05E-05
2091,29036,-19200000,1460000,0.0002549,-7.05E-05
2092,29355,-19200000,1460000,0.0002549,-7.05E-05
2093,29674,-19200000,1460000,0.0002549,-7.05E-05
2094,29994,-19200000,1460000,0.0002549,-7.05E-05
2095,30313,-19200000,1460000,0.0002549,-7.05E-05
2096,30632,-19200000,1460000,0.0002549,-7.05E-05
2097,30951,-19200000,1460000,0.0002549,-7.05E-05
2098,31270,-19200000,1460000,0.0002549,-7.05E-05
2099,31589,-19200000,1460000,0.0002549,-7.05E-05
2100,0,-20200000,1601.9,1.00E-07,-0.000342273
2101,319.08,-20200000,12233,2.00E-07,-0.000342173
2102,638.16,-20200000,23009,2.00E-07,-0.000342173
2103,957.24,-20200000,34805,5.00E-07,-0.000341873
